timestamp,item_id,user_answer,user_id,content_type,bundle_id,answered_correctly,content_id,elapsed_time,bundle_had_explanation,prior_question_elapsed_time,cumulative_correct_answers,recent_accuracy,cumulative_explanations_seen,cumulative_lectures_seen,cumulative_responses_by_bundle
1564572044692,q8795,b,u1178,q,b6146,0.0,8795,,False,7800.0,493.0,0.0,456,38,3.0
1564572045671,q8795,c,u1178,q,b6146,0.0,8795,13000.0,False,7800.0,493.0,0.0,456,38,4.0
1564572062597,e6146,-1,u1178,e,b6146,-1.0,6146,-1.0,,,,,457,38,
1564572082065,q9600,b,u1178,q,b6951,1.0,9600,20000.0,False,7800.0,494.0,0.2,457,38,1.0
1564572082065,q9600,b,u1178,q,b6951,1.0,9600,44000.0,False,36333.332,495.0,0.4,457,38,2.0
1564572082065,q9600,b,u1178,q,b6951,1.0,9600,45000.0,False,36333.332,496.0,0.6,457,38,3.0
1564572091851,e6951,-1,u1178,e,b6951,-1.0,6951,-1.0,,,,,458,38,
1564572099060,q5441,a,u1178,q,b3973,1.0,5441,12000.0,False,36333.332,497.0,0.8,458,38,1.0
1564572099060,q5441,a,u1178,q,b3973,1.0,5441,5000.0,False,7000.0,498.0,1.0,458,38,2.0
1564572099060,q5441,a,u1178,q,b3973,1.0,5441,4000.0,False,7000.0,499.0,1.0,458,38,3.0
1564572100495,q5441,d,u1178,q,b3973,0.0,5441,,False,7000.0,499.0,0.8,458,38,4.0
1564572103858,q5441,a,u1178,q,b3973,1.0,5441,12000.0,False,7000.0,500.0,0.8,458,38,5.0
1564572103858,q5441,a,u1178,q,b3973,1.0,5441,5000.0,False,7000.0,501.0,0.8,458,38,6.0
1564572103858,q5441,a,u1178,q,b3973,1.0,5441,4000.0,False,7000.0,502.0,0.8,458,38,7.0
1564572111556,e3973,-1,u1178,e,b3973,-1.0,3973,-1.0,,,,,459,38,
1564572122833,q6044,d,u1178,q,b4576,1.0,6044,16000.0,False,7000.0,503.0,0.8,459,38,1.0
1564572122833,q6044,d,u1178,q,b4576,1.0,6044,7000.0,False,8666.667,504.0,1.0,459,38,2.0
1564572122833,q6044,d,u1178,q,b4576,1.0,6044,3000.0,False,8666.667,505.0,1.0,459,38,3.0
1564572136435,e4576,-1,u1178,e,b4576,-1.0,4576,-1.0,,,,,460,38,
1564590352939,l775,-1,u1178,l,b775,-1.0,775,-1.0,,,,,460,39,
1564590509384,l775,-1,u1178,l,b775,-1.0,775,-1.0,,,,,460,40,
1564590522860,q5108,c,u1178,q,b3640,1.0,5108,10000.0,False,8666.667,506.0,1.0,460,40,38.0
1564590522860,q5108,c,u1178,q,b3640,1.0,5108,18000.0,False,11000.0,507.0,1.0,460,40,39.0
1564590522860,q5108,c,u1178,q,b3640,1.0,5108,7000.0,False,11000.0,508.0,1.0,460,40,40.0
1564590522860,q5108,c,u1178,q,b3640,1.0,5108,6000.0,False,11000.0,509.0,1.0,460,40,41.0
1564590522860,q5108,c,u1178,q,b3640,1.0,5108,2000.0,False,11000.0,510.0,1.0,460,40,42.0
1564590544525,e3640,-1,u1178,e,b3640,-1.0,3640,-1.0,,,,,461,40,
1564590551327,q4325,c,u1178,q,b2857,1.0,4325,21000.0,False,11000.0,511.0,1.0,461,40,3.0
1564590551327,q4325,c,u1178,q,b2857,1.0,4325,21000.0,False,12187.5,512.0,1.0,461,40,4.0
1564590551327,q4325,c,u1178,q,b2857,1.0,4325,6000.0,False,12187.5,513.0,1.0,461,40,5.0
1564590551327,q4325,c,u1178,q,b2857,1.0,4325,4000.0,False,12187.5,514.0,1.0,461,40,6.0
1564590551327,q4325,c,u1178,q,b2857,1.0,4325,5000.0,False,12187.5,515.0,1.0,461,40,7.0
1564590569199,e2857,-1,u1178,e,b2857,-1.0,2857,-1.0,,,,,462,40,
1564593264857,e11787,-1,u1178,e,b11787,-1.0,11787,-1.0,,,,,463,40,
1564593338406,q1836,b,u1178,q,b1546,1.0,1836,8333.0,False,12187.5,516.0,1.0,463,40,1.0
1564593423290,e1546,-1,u1178,e,b1546,-1.0,1546,-1.0,,,,,464,40,
1564593508360,q1590,b,u1178,q,b1464,1.0,1590,38666.0,False,8333.0,517.0,1.0,464,40,1.0
1564593513256,q1590,b,u1178,q,b1464,1.0,1590,38666.0,False,38666.0,518.0,1.0,464,40,2.0
1564593513596,q1590,b,u1178,q,b1464,1.0,1590,38666.0,False,38666.0,519.0,1.0,464,40,3.0
1564593524507,q1590,b,u1178,q,b1464,1.0,1590,38666.0,False,38666.0,520.0,1.0,464,40,4.0
1564593539656,q1590,b,u1178,q,b1464,1.0,1590,38666.0,False,38666.0,521.0,1.0,464,40,5.0
1564593634102,e1464,-1,u1178,e,b1464,-1.0,1464,-1.0,,,,,465,40,
1564593704126,q1965,c,u1178,q,b1589,0.0,1965,26000.0,False,38666.0,521.0,0.8,465,40,1.0
1564593854849,e1589,-1,u1178,e,b1589,-1.0,1589,-1.0,,,,,466,40,
1564593924223,q17695,a,u1178,q,b11788,1.0,17695,7666.0,False,26000.0,522.0,0.8,466,40,1.0
1564593937936,q17695,a,u1178,q,b11788,1.0,17695,7666.0,False,7666.0,523.0,0.8,466,40,2.0
1564594079641,e11788,-1,u1178,e,b11788,-1.0,11788,-1.0,,,,,467,40,
1564594167815,q1815,b,u1178,q,b1539,1.0,1815,10333.0,False,7666.0,524.0,0.8,467,40,1.0
1564594289755,e1539,-1,u1178,e,b1539,-1.0,1539,-1.0,,,,,468,40,
1564594358946,q1902,d,u1178,q,b1568,0.0,1902,,False,10333.0,524.0,0.6,468,40,1.0
1564594362842,q1902,b,u1178,q,b1568,1.0,1902,8666.0,False,8666.0,525.0,0.8,468,40,2.0
1564594452989,e1568,-1,u1178,e,b1568,-1.0,1568,-1.0,,,,,469,40,
1564594517633,q1443,c,u1178,q,b1415,1.0,1443,9333.0,False,8666.0,526.0,0.8,469,40,1.0
1564594593710,e1415,-1,u1178,e,b1415,-1.0,1415,-1.0,,,,,470,40,
1564596235825,q1476,b,u1178,q,b1426,1.0,1476,33000.0,False,9333.0,527.0,0.8,470,40,1.0
1564596258973,q1476,a,u1178,q,b1426,0.0,1476,,False,33000.0,527.0,0.6,470,40,2.0
1564596261629,q1476,a,u1178,q,b1426,0.0,1476,,False,33000.0,527.0,0.6,470,40,3.0
1564596266175,q1476,b,u1178,q,b1426,1.0,1476,33000.0,False,33000.0,528.0,0.6,470,40,4.0
1564596332999,e1426,-1,u1178,e,b1426,-1.0,1426,-1.0,,,,,471,40,
1564596398879,q1803,b,u1178,q,b1535,1.0,1803,6666.0,False,33000.0,529.0,0.6,471,40,1.0
1564596474618,e1535,-1,u1178,e,b1535,-1.0,1535,-1.0,,,,,472,40,
1564654837187,q2517,b,u1178,q,b1773,1.0,2517,8333.0,False,6666.0,530.0,0.6,472,40,1.0
1564654846912,e1773,-1,u1178,e,b1773,-1.0,1773,-1.0,,,,,473,40,
1564655081510,q1602,c,u1178,q,b1468,1.0,1602,8333.0,False,8333.0,531.0,0.8,473,40,1.0
1564655186097,e1468,-1,u1178,e,b1468,-1.0,1468,-1.0,,,,,474,40,
1564655266778,q17725,b,u1178,q,b11798,1.0,17725,29000.0,False,8333.0,532.0,1.0,474,40,1.0
1564655333071,e11798,-1,u1178,e,b11798,-1.0,11798,-1.0,,,,,475,40,
1564655390016,q2388,c,u1178,q,b1730,1.0,2388,26666.0,False,29000.0,533.0,1.0,475,40,1.0
1564655413083,q2388,c,u1178,q,b1730,1.0,2388,26666.0,False,26666.0,534.0,1.0,475,40,2.0
1564655490683,e1730,-1,u1178,e,b1730,-1.0,1730,-1.0,,,,,476,40,
1564655589962,q2061,c,u1178,q,b1621,1.0,2061,9000.0,False,26666.0,535.0,1.0,476,40,1.0
1564655728626,e1621,-1,u1178,e,b1621,-1.0,1621,-1.0,,,,,477,40,
1564655787794,q2055,d,u1178,q,b1619,1.0,2055,7000.0,False,9000.0,536.0,1.0,477,40,1.0
1564655867563,e1619,-1,u1178,e,b1619,-1.0,1619,-1.0,,,,,478,40,
1564655942235,q17713,a,u1178,q,b11794,1.0,17713,10333.0,False,7000.0,537.0,1.0,478,40,1.0
1564656015202,e11794,-1,u1178,e,b11794,-1.0,11794,-1.0,,,,,479,40,
1564656104818,q378,c,u1178,q,b378,1.0,378,20000.0,False,10333.0,538.0,1.0,479,40,1.0
1564656145706,e378,-1,u1178,e,b378,-1.0,378,-1.0,,,,,480,40,
1564656163241,q17647,c,u1178,q,b11764,1.0,17647,17000.0,False,20000.0,539.0,1.0,480,40,1.0
1564656170718,e11764,-1,u1178,e,b11764,-1.0,11764,-1.0,,,,,481,40,
1564656183922,q1339,b,u1178,q,b1339,0.0,1339,,False,17000.0,539.0,0.8,481,40,1.0
1564656192720,q1339,c,u1178,q,b1339,1.0,1339,24000.0,False,24000.0,540.0,0.8,481,40,2.0
1564656279595,e1339,-1,u1178,e,b1339,-1.0,1339,-1.0,,,,,482,40,
1564656290054,q1088,a,u1178,q,b1088,1.0,1088,17000.0,False,24000.0,541.0,0.8,482,40,1.0
1564656321294,e1088,-1,u1178,e,b1088,-1.0,1088,-1.0,,,,,483,40,
1564656428757,q1259,b,u1178,q,b1259,1.0,1259,20000.0,False,17000.0,542.0,0.8,483,40,1.0
1564656467141,e1259,-1,u1178,e,b1259,-1.0,1259,-1.0,,,,,484,40,
1564656490429,q17646,c,u1178,q,b11763,1.0,17646,23000.0,False,20000.0,543.0,0.8,484,40,1.0
1564656530435,e11763,-1,u1178,e,b11763,-1.0,11763,-1.0,,,,,485,40,
1564656546766,q1374,c,u1178,q,b1374,1.0,1374,17000.0,False,23000.0,544.0,1.0,485,40,1.0
1564656559946,e1374,-1,u1178,e,b1374,-1.0,1374,-1.0,,,,,486,40,
1564656638083,q440,b,u1178,q,b440,1.0,440,17000.0,False,17000.0,545.0,1.0,486,40,1.0
1564656645882,e440,-1,u1178,e,b440,-1.0,440,-1.0,,,,,487,40,
1564656662659,q1373,c,u1178,q,b1373,1.0,1373,17000.0,False,17000.0,546.0,1.0,487,40,1.0
1564656671453,e1373,-1,u1178,e,b1373,-1.0,1373,-1.0,,,,,488,40,
1564656686371,q17657,b,u1178,q,b11774,1.0,17657,17000.0,False,17000.0,547.0,1.0,488,40,1.0
1564656695033,e11774,-1,u1178,e,b11774,-1.0,11774,-1.0,,,,,489,40,
1564656725402,q10293,d,u1178,q,b7644,1.0,10293,21000.0,False,17000.0,548.0,1.0,489,40,1.0
1564656725402,q10293,d,u1178,q,b7644,1.0,10293,14000.0,False,13666.667,549.0,1.0,489,40,2.0
1564656725402,q10293,d,u1178,q,b7644,1.0,10293,6000.0,False,13666.667,550.0,1.0,489,40,3.0
1564656741099,e7644,-1,u1178,e,b7644,-1.0,7644,-1.0,,,,,490,40,
1564656755462,q5076,a,u1178,q,b3608,0.0,5076,15000.0,False,13666.667,550.0,0.8,490,40,1.0
1564656844937,e3608,-1,u1178,e,b3608,-1.0,3608,-1.0,,,,,491,40,
1564656864262,q3912,c,u1178,q,b2444,1.0,3912,23000.0,False,32500.0,551.0,0.8,491,40,1.0
1564656864262,q3912,c,u1178,q,b2444,1.0,3912,54000.0,False,29000.0,552.0,0.8,491,40,2.0
1564656864262,q3912,c,u1178,q,b2444,1.0,3912,10000.0,False,29000.0,553.0,0.8,491,40,3.0
1564656921647,e2444,-1,u1178,e,b2444,-1.0,2444,-1.0,,,,,492,40,
1564656942632,q6406,d,u1178,q,b4938,1.0,6406,19000.0,False,29000.0,554.0,0.8,492,40,1.0
1564656942632,q6406,d,u1178,q,b4938,1.0,6406,34000.0,False,25750.0,555.0,1.0,492,40,2.0
1564656959382,q6406,a,u1178,q,b4938,0.0,6406,42000.0,False,25750.0,555.0,0.8,492,40,3.0
1564657023738,e4938,-1,u1178,e,b4938,-1.0,4938,-1.0,,,,,493,40,
1564657036013,q8585,b,u1178,q,b5936,1.0,8585,13000.0,False,25750.0,556.0,0.8,493,40,1.0
1564657036013,q8585,b,u1178,q,b5936,1.0,8585,11000.0,False,14333.333,557.0,0.8,493,40,2.0
1564657036013,q8585,b,u1178,q,b5936,1.0,8585,19000.0,False,14333.333,558.0,0.8,493,40,3.0
1564657048008,e5936,-1,u1178,e,b5936,-1.0,5936,-1.0,,,,,494,40,
1564657061885,q4247,a,u1178,q,b2779,0.0,4247,26000.0,False,14333.333,558.0,0.6,494,40,1.0
1564657096359,e2779,-1,u1178,e,b2779,-1.0,2779,-1.0,,,,,495,40,
1564657239107,q6072,d,u1178,q,b4604,1.0,6072,30000.0,False,20666.666,559.0,0.8,495,40,1.0
1564657239107,q6072,d,u1178,q,b4604,1.0,6072,19000.0,False,19500.0,560.0,0.8,495,40,2.0
1564657239107,q6072,d,u1178,q,b4604,1.0,6072,8000.0,False,19500.0,561.0,0.8,495,40,3.0
1564657239107,q6072,d,u1178,q,b4604,1.0,6072,21000.0,False,19500.0,562.0,0.8,495,40,4.0
1564657274006,e4604,-1,u1178,e,b4604,-1.0,4604,-1.0,,,,,496,40,
1564657293231,q5226,a,u1178,q,b3758,1.0,5226,23000.0,False,19500.0,563.0,1.0,496,40,1.0
1564657293231,q5226,a,u1178,q,b3758,1.0,5226,17000.0,False,19000.0,564.0,1.0,496,40,2.0
1564657293231,q5226,a,u1178,q,b3758,1.0,5226,17000.0,False,19000.0,565.0,1.0,496,40,3.0
1564657313059,e3758,-1,u1178,e,b3758,-1.0,3758,-1.0,,,,,497,40,
1564657332192,q17101,b,u1178,q,b11338,0.0,17101,20000.0,False,19000.0,565.0,0.8,497,40,1.0
1564657408066,e11338,-1,u1178,e,b11338,-1.0,11338,-1.0,,,,,498,40,
1564657536988,q4878,a,u1178,q,b3410,0.0,4878,,False,52000.0,565.0,0.6,498,40,1.0
1564657553118,q4878,c,u1178,q,b3410,1.0,4878,48000.0,False,26000.0,566.0,0.6,498,40,2.0
1564657553118,q4878,c,u1178,q,b3410,1.0,4878,44000.0,False,26000.0,567.0,0.6,498,40,3.0
1564657553118,q4878,c,u1178,q,b3410,1.0,4878,6000.0,False,26000.0,568.0,0.6,498,40,4.0
1564657553118,q4878,c,u1178,q,b3410,1.0,4878,6000.0,False,26000.0,569.0,0.8,498,40,5.0
1564657579347,e3410,-1,u1178,e,b3410,-1.0,3410,-1.0,,,,,499,40,
1564892267777,q5564,d,u1178,q,b4096,1.0,5564,6000.0,False,26000.0,570.0,1.0,499,40,1.0
1564892267777,q5564,d,u1178,q,b4096,1.0,5564,3000.0,False,3666.6667,571.0,1.0,499,40,2.0
1564892267777,q5564,d,u1178,q,b4096,1.0,5564,2000.0,False,3666.6667,572.0,1.0,499,40,3.0
1564892318878,e4096,-1,u1178,e,b4096,-1.0,4096,-1.0,,,,,500,40,
1564892335056,q6743,b,u1178,q,b5149,1.0,6743,16000.0,False,3666.6667,573.0,1.0,500,40,1.0
1564892335056,q6743,b,u1178,q,b5149,1.0,6743,6000.0,False,9000.0,574.0,1.0,500,40,2.0
1564892335056,q6743,b,u1178,q,b5149,1.0,6743,7000.0,False,9000.0,575.0,1.0,500,40,3.0
1564892386259,e5149,-1,u1178,e,b5149,-1.0,5149,-1.0,,,,,501,40,
1564892404956,q6132,d,u1178,q,b4664,1.0,6132,23000.0,False,9000.0,576.0,1.0,501,40,1.0
1564892404956,q6132,d,u1178,q,b4664,1.0,6132,37000.0,False,28500.0,577.0,1.0,501,40,2.0
1564892404956,q6132,d,u1178,q,b4664,1.0,6132,29000.0,False,28500.0,578.0,1.0,501,40,3.0
1564892404956,q6132,d,u1178,q,b4664,1.0,6132,25000.0,False,28500.0,579.0,1.0,501,40,4.0
1564892441667,e4664,-1,u1178,e,b4664,-1.0,4664,-1.0,,,,,502,40,
1564892449908,q6759,b,u1178,q,b5165,1.0,6759,20000.0,False,28500.0,580.0,1.0,502,40,1.0
1564892449908,q6759,b,u1178,q,b5165,1.0,6759,11000.0,False,16666.666,581.0,1.0,502,40,2.0
1564892449908,q6759,b,u1178,q,b5165,1.0,6759,19000.0,False,16666.666,582.0,1.0,502,40,3.0
1564892450942,q6759,d,u1178,q,b5165,0.0,6759,,False,16666.666,582.0,0.8,502,40,4.0
1564892451541,q6759,b,u1178,q,b5165,1.0,6759,20000.0,False,16666.666,583.0,0.8,502,40,5.0
1564892451541,q6759,b,u1178,q,b5165,1.0,6759,11000.0,False,16666.666,584.0,0.8,502,40,6.0
1564892451541,q6759,b,u1178,q,b5165,1.0,6759,19000.0,False,16666.666,585.0,0.8,502,40,7.0
1564892483616,e5165,-1,u1178,e,b5165,-1.0,5165,-1.0,,,,,503,40,
1564892510881,q6382,b,u1178,q,b4914,0.0,6382,39000.0,False,16666.666,585.0,0.6,503,40,1.0
1564892567391,e4914,-1,u1178,e,b4914,-1.0,4914,-1.0,,,,,504,40,
1564895250198,q6072,d,u1178,q,b4604,1.0,6072,30000.0,False,10111.111,586.0,0.8,504,40,5.0
1564895250198,q6072,d,u1178,q,b4604,1.0,6072,19000.0,False,19500.0,587.0,0.8,504,40,6.0
1564895250198,q6072,d,u1178,q,b4604,1.0,6072,8000.0,False,19500.0,588.0,0.8,504,40,7.0
1564895250198,q6072,d,u1178,q,b4604,1.0,6072,21000.0,False,19500.0,589.0,0.8,504,40,8.0
1564895265077,e4604,-1,u1178,e,b4604,-1.0,4604,-1.0,,,,,505,40,
1564895287226,q3707,c,u1178,q,b2239,0.0,3707,26000.0,False,19500.0,589.0,0.8,505,40,8.0
1564895469813,e2239,-1,u1178,e,b2239,-1.0,2239,-1.0,,,,,506,40,
1564896034255,q3801,c,u1178,q,b2333,0.0,3801,5000.0,False,44529.41,589.0,0.6,506,40,3.0
1564896034255,q3801,c,u1178,q,b2333,0.0,3801,3000.0,False,16833.334,589.0,0.4,506,40,4.0
1564896053357,q3801,a,u1178,q,b2333,1.0,3801,11000.0,False,16833.334,590.0,0.4,506,40,5.0
1564896053357,q3801,a,u1178,q,b2333,1.0,3801,24000.0,False,16833.334,591.0,0.4,506,40,6.0
1564896053357,q3801,a,u1178,q,b2333,1.0,3801,52000.0,False,16833.334,592.0,0.6,506,40,7.0
1564896053357,q3801,a,u1178,q,b2333,1.0,3801,6000.0,False,16833.334,593.0,0.8,506,40,8.0
1564896075918,e2333,-1,u1178,e,b2333,-1.0,2333,-1.0,,,,,507,40,
1564896148753,q10078,b,u1178,q,b7429,1.0,10078,22000.0,False,16833.334,594.0,1.0,507,40,4.0
1564896148753,q10078,b,u1178,q,b7429,1.0,10078,6000.0,False,12600.0,595.0,1.0,507,40,5.0
1564896148753,q10078,b,u1178,q,b7429,1.0,10078,4000.0,False,12600.0,596.0,1.0,507,40,6.0
1564896152872,q10078,a,u1178,q,b7429,0.0,10078,30000.0,False,12600.0,596.0,0.8,507,40,7.0
1564896153456,q10078,b,u1178,q,b7429,1.0,10078,22000.0,False,12600.0,597.0,0.8,507,40,8.0
1564896153456,q10078,b,u1178,q,b7429,1.0,10078,6000.0,False,12600.0,598.0,0.8,507,40,9.0
1564896153456,q10078,b,u1178,q,b7429,1.0,10078,4000.0,False,12600.0,599.0,0.8,507,40,10.0
1564896154008,q10078,d,u1178,q,b7429,0.0,10078,,False,12600.0,599.0,0.6,507,40,11.0
1564896154474,q10078,c,u1178,q,b7429,0.0,10078,,False,12600.0,599.0,0.6,507,40,12.0
1564896156661,q10078,b,u1178,q,b7429,1.0,10078,22000.0,False,12600.0,600.0,0.6,507,40,13.0
1564896156661,q10078,b,u1178,q,b7429,1.0,10078,6000.0,False,12600.0,601.0,0.6,507,40,14.0
1564896156661,q10078,b,u1178,q,b7429,1.0,10078,4000.0,False,12600.0,602.0,0.6,507,40,15.0
1564896165787,q10078,a,u1178,q,b7429,0.0,10078,30000.0,False,12600.0,602.0,0.6,507,40,16.0
1564896239607,e7429,-1,u1178,e,b7429,-1.0,7429,-1.0,,,,,508,40,
1564896342711,q6328,b,u1178,q,b4860,0.0,6328,95000.0,False,12600.0,602.0,0.6,508,40,4.0
1564896486977,e4860,-1,u1178,e,b4860,-1.0,4860,-1.0,,,,,509,40,
1564899508187,e4860,-1,u1178,e,b4860,-1.0,4860,-1.0,,,,,510,40,
1564899644554,q5663,b,u1178,q,b4195,0.0,5663,75000.0,False,32272.727,602.0,0.4,510,40,4.0
1564899644554,q5663,b,u1178,q,b4195,0.0,5663,85000.0,False,92857.14,602.0,0.2,510,40,5.0
1564899644554,q5663,b,u1178,q,b4195,0.0,5663,158000.0,False,92857.14,602.0,0.0,510,40,6.0
1564899753660,e4195,-1,u1178,e,b4195,-1.0,4195,-1.0,,,,,511,40,
1564899769012,q4468,c,u1178,q,b3000,1.0,4468,21000.0,False,92857.14,603.0,0.2,511,40,2.0
1564899769012,q4468,c,u1178,q,b3000,1.0,4468,12000.0,False,16400.0,604.0,0.4,511,40,3.0
1564899769012,q4468,c,u1178,q,b3000,1.0,4468,5000.0,False,16400.0,605.0,0.6,511,40,4.0
1564899794463,e3000,-1,u1178,e,b3000,-1.0,3000,-1.0,,,,,512,40,
1564899930473,q4878,b,u1178,q,b3410,0.0,4878,,False,16400.0,605.0,0.6,512,40,6.0
1564899944079,q4878,c,u1178,q,b3410,1.0,4878,48000.0,False,26000.0,606.0,0.8,512,40,7.0
1564899944079,q4878,c,u1178,q,b3410,1.0,4878,44000.0,False,26000.0,607.0,0.8,512,40,8.0
1564899944079,q4878,c,u1178,q,b3410,1.0,4878,6000.0,False,26000.0,608.0,0.8,512,40,9.0
1564899944079,q4878,c,u1178,q,b3410,1.0,4878,6000.0,False,26000.0,609.0,0.8,512,40,10.0
1564899954033,e3410,-1,u1178,e,b3410,-1.0,3410,-1.0,,,,,513,40,
1564899975315,q6132,b,u1178,q,b4664,0.0,6132,,False,26000.0,609.0,0.8,513,40,5.0
1564899977685,q6132,a,u1178,q,b4664,0.0,6132,,False,28500.0,609.0,0.6,513,40,6.0
1564899979627,q6132,d,u1178,q,b4664,1.0,6132,23000.0,False,28500.0,610.0,0.6,513,40,7.0
1564899979627,q6132,d,u1178,q,b4664,1.0,6132,37000.0,False,28500.0,611.0,0.6,513,40,8.0
1564899979627,q6132,d,u1178,q,b4664,1.0,6132,29000.0,False,28500.0,612.0,0.6,513,40,9.0
1564899979627,q6132,d,u1178,q,b4664,1.0,6132,25000.0,False,28500.0,613.0,0.8,513,40,10.0
1564899997686,e4664,-1,u1178,e,b4664,-1.0,4664,-1.0,,,,,514,40,
1564900008359,q9202,d,u1178,q,b6553,1.0,9202,11000.0,False,28500.0,614.0,1.0,514,40,2.0
1564900008359,q9202,d,u1178,q,b6553,1.0,9202,5000.0,False,6600.0,615.0,1.0,514,40,3.0
1564900008359,q9202,d,u1178,q,b6553,1.0,9202,4000.0,False,6600.0,616.0,1.0,514,40,4.0
1564900021441,e6553,-1,u1178,e,b6553,-1.0,6553,-1.0,,,,,515,40,
1564900056496,q4203,c,u1178,q,b2735,1.0,4203,39000.0,False,6600.0,617.0,1.0,515,40,2.0
1564900056496,q4203,c,u1178,q,b2735,1.0,4203,3000.0,False,18333.334,618.0,1.0,515,40,3.0
1564900056496,q4203,c,u1178,q,b2735,1.0,4203,5000.0,False,18333.334,619.0,1.0,515,40,4.0
1564900056496,q4203,c,u1178,q,b2735,1.0,4203,26000.0,False,18333.334,620.0,1.0,515,40,5.0
1564900077494,e2735,-1,u1178,e,b2735,-1.0,2735,-1.0,,,,,516,40,
1564900274291,q8711,c,u1178,q,b6062,1.0,8711,19000.0,False,18333.334,621.0,1.0,516,40,5.0
1564900274291,q8711,c,u1178,q,b6062,1.0,8711,38000.0,False,26750.0,622.0,1.0,516,40,6.0
1564900274291,q8711,c,u1178,q,b6062,1.0,8711,26000.0,False,26750.0,623.0,1.0,516,40,7.0
1564900274291,q8711,c,u1178,q,b6062,1.0,8711,24000.0,False,26750.0,624.0,1.0,516,40,8.0
1564900304364,e6062,-1,u1178,e,b6062,-1.0,6062,-1.0,,,,,517,40,
1564900318738,q4582,b,u1178,q,b3114,1.0,4582,21000.0,False,26750.0,625.0,1.0,517,40,5.0
1564900318738,q4582,b,u1178,q,b3114,1.0,4582,22000.0,False,15750.0,626.0,1.0,517,40,6.0
1564900318738,q4582,b,u1178,q,b3114,1.0,4582,7000.0,False,15750.0,627.0,1.0,517,40,7.0
1564900318738,q4582,b,u1178,q,b3114,1.0,4582,13000.0,False,15750.0,628.0,1.0,517,40,8.0
1564900341239,e3114,-1,u1178,e,b3114,-1.0,3114,-1.0,,,,,518,40,
1564900731204,q8476,c,u1178,q,b5827,1.0,8476,4000.0,False,15750.0,629.0,1.0,518,40,5.0
1564900731204,q8476,c,u1178,q,b5827,1.0,8476,8000.0,False,4250.0,630.0,1.0,518,40,6.0
1564900731204,q8476,c,u1178,q,b5827,1.0,8476,3000.0,False,4250.0,631.0,1.0,518,40,7.0
1564900731204,q8476,c,u1178,q,b5827,1.0,8476,2000.0,False,4250.0,632.0,1.0,518,40,8.0
1564900738142,e5827,-1,u1178,e,b5827,-1.0,5827,-1.0,,,,,519,40,
1564900742937,q5108,a,u1178,q,b3640,0.0,5108,23000.0,False,4250.0,632.0,0.8,519,40,43.0
1564900743461,q5108,c,u1178,q,b3640,1.0,5108,10000.0,False,11000.0,633.0,0.8,519,40,44.0
1564900743461,q5108,c,u1178,q,b3640,1.0,5108,18000.0,False,11000.0,634.0,0.8,519,40,45.0
1564900743461,q5108,c,u1178,q,b3640,1.0,5108,7000.0,False,11000.0,635.0,0.8,519,40,46.0
1564900743461,q5108,c,u1178,q,b3640,1.0,5108,6000.0,False,11000.0,636.0,0.8,519,40,47.0
1564900743461,q5108,c,u1178,q,b3640,1.0,5108,2000.0,False,11000.0,637.0,1.0,519,40,48.0
1564900751146,e3640,-1,u1178,e,b3640,-1.0,3640,-1.0,,,,,520,40,
1564900755206,q6382,c,u1178,q,b4914,1.0,6382,4000.0,False,11000.0,638.0,1.0,520,40,2.0
1564900755206,q6382,c,u1178,q,b4914,1.0,6382,7000.0,False,10111.111,639.0,1.0,520,40,3.0
1564900755206,q6382,c,u1178,q,b4914,1.0,6382,4000.0,False,10111.111,640.0,1.0,520,40,4.0
1564900755206,q6382,c,u1178,q,b4914,1.0,6382,11000.0,False,10111.111,641.0,1.0,520,40,5.0
1564900761595,e4914,-1,u1178,e,b4914,-1.0,4914,-1.0,,,,,521,40,
1564900787070,q8549,d,u1178,q,b5900,0.0,8549,7000.0,False,10111.111,641.0,0.8,521,40,4.0
1564900789703,q8549,b,u1178,q,b5900,1.0,8549,25000.0,False,16250.0,642.0,0.8,521,40,5.0
1564900789703,q8549,b,u1178,q,b5900,1.0,8549,29000.0,False,16250.0,643.0,0.8,521,40,6.0
1564900789703,q8549,b,u1178,q,b5900,1.0,8549,4000.0,False,16250.0,644.0,0.8,521,40,7.0
1564900800198,e5900,-1,u1178,e,b5900,-1.0,5900,-1.0,,,,,522,40,
1564900804924,q4325,c,u1178,q,b2857,1.0,4325,21000.0,False,16250.0,645.0,0.8,522,40,8.0
1564900804924,q4325,c,u1178,q,b2857,1.0,4325,21000.0,False,12187.5,646.0,1.0,522,40,9.0
1564900804924,q4325,c,u1178,q,b2857,1.0,4325,6000.0,False,12187.5,647.0,1.0,522,40,10.0
1564900804924,q4325,c,u1178,q,b2857,1.0,4325,4000.0,False,12187.5,648.0,1.0,522,40,11.0
1564900804924,q4325,c,u1178,q,b2857,1.0,4325,5000.0,False,12187.5,649.0,1.0,522,40,12.0
1564900821504,e2857,-1,u1178,e,b2857,-1.0,2857,-1.0,,,,,523,40,
1564900826296,q6166,c,u1178,q,b4698,0.0,6166,,False,12187.5,649.0,0.8,523,40,6.0
1564900830246,q6166,d,u1178,q,b4698,0.0,6166,,False,11000.0,649.0,0.6,523,40,7.0
1564900830577,q6166,c,u1178,q,b4698,0.0,6166,,False,11000.0,649.0,0.4,523,40,8.0
